GSON Deserialize,GSON Serialize,Jackson Deserialize,Jackson Serialize,JSON-B Deserialize,JSON-B Serialize,Kotlin Deserialize,Kotlin Serialize
3944,1286,2565,2712,2063,2375,2153,2128
